"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"API5-mRNA",0.992,0.813,-0.602,2.59,1.99,0.659,6.01,0.227,1,"lm.nb","NM_001142930.1:1552"
"PVR-mRNA",0.747,0.615,-0.459,1.95,1.68,0.728,3.87,0.229,1,"lm.nb","NM_001135768.2:448"
"PIK3R1-mRNA",1.26,1.04,-0.774,3.29,2.39,0.585,9.75,0.229,1,"lm.nb","NM_001242466.1:889"
"MAP3K7-mRNA",0.536,0.443,-0.332,1.4,1.45,0.795,2.65,0.23,1,"lm.nb","NM_003188.3:1178"
"TICAM1-mRNA",1.02,0.843,-0.633,2.67,2.03,0.645,6.37,0.231,1,"lm.nb","NM_182919.3:2552"
"BNIP3L-mRNA",1.27,1.05,-0.792,3.33,2.41,0.578,10.1,0.232,1,"lm.nb","NM_001330491.1:2559"
"CXCR4-mRNA",-1.12,0.935,-2.95,0.713,0.46,0.129,1.64,0.235,1,"lm.nb","NM_001008540.1:1060"
"PRKACB-mRNA",1.32,1.11,-0.845,3.49,2.5,0.557,11.2,0.236,1,"lm.nb","NM_182948.2:805"
"TRIM21-mRNA",1.18,0.993,-0.763,3.13,2.27,0.589,8.76,0.237,1,"lm.nb","NM_003141.3:1190"
"RPS6KB1-mRNA",-0.523,0.44,-1.39,0.339,0.696,0.383,1.27,0.239,1,"lm.nb","NM_001272042.1:2451"
"KIF2C-mRNA",1.27,1.07,-0.828,3.36,2.41,0.563,10.3,0.24,1,"lm.nb","NM_006845.2:1020"
"LAMB3-mRNA",-1.23,1.04,-3.28,0.807,0.425,0.103,1.75,0.24,1,"lm.nb","NM_000228.2:3350"
"SPRY4-mRNA",-1.16,0.977,-3.07,0.759,0.449,0.119,1.69,0.241,1,"lm.nb","NM_030964.3:1900"
"LDHA-mRNA",0.983,0.841,-0.665,2.63,1.98,0.631,6.2,0.246,1,"lm.nb","NM_001135239.1:1053"
"IGF2R-mRNA",1.18,1.01,-0.801,3.17,2.27,0.574,8.99,0.247,1,"lm.nb","NM_000876.2:7820"
"FYN-mRNA",-1.14,0.984,-3.07,0.785,0.453,0.119,1.72,0.249,1,"lm.nb","NM_002037.5:2125"
"CCND1-mRNA",0.961,0.83,-0.665,2.59,1.95,0.631,6.01,0.251,1,"lm.nb","NM_053056.2:857"
"CD276-mRNA",1.11,0.959,-0.77,2.99,2.16,0.586,7.95,0.251,1,"lm.nb","NM_001024736.1:2119"
"UBE2C-mRNA",1.44,1.25,-1.02,3.9,2.71,0.494,14.9,0.255,1,"lm.nb","NM_007019.2:445"
"TLR3-mRNA",1.02,0.887,-0.72,2.76,2.03,0.607,6.76,0.255,1,"lm.nb","NM_003265.2:37"
"IFI35-mRNA",0.916,0.798,-0.648,2.48,1.89,0.638,5.58,0.255,1,"lm.nb","NM_005533.4:729"
"CDC20-mRNA",0.991,0.874,-0.722,2.7,1.99,0.606,6.52,0.261,1,"lm.nb","NM_001255.1:915"
"CXCL5-mRNA",2.58,2.29,-1.91,7.07,5.97,0.266,134,0.264,1,"loglinear","NM_002994.4:475"
"CEACAM3-mRNA",0.928,0.825,-0.69,2.55,1.9,0.62,5.84,0.265,1,"lm.nb","NM_001277163.2:807"
"ADAM12-mRNA",0.856,0.764,-0.64,2.35,1.81,0.642,5.11,0.266,1,"lm.nb","NM_003474.5:638"
"BAMBI-mRNA",0.809,0.735,-0.631,2.25,1.75,0.646,4.75,0.275,1,"lm.nb","NM_012342.2:824"
"TNF-mRNA",0.723,0.66,-0.571,2.02,1.65,0.673,4.05,0.277,1,"lm.nb","NM_000594.3:1366"
"A2M-mRNA",-2.05,1.88,-5.74,1.63,0.241,0.0188,3.1,0.279,1,"loglinear","NM_000014.4:1685"
"CXCL2-mRNA",1.28,1.19,-1.05,3.61,2.43,0.485,12.2,0.284,1,"lm.nb","NM_002089.1:435"
"CDH2-mRNA",0.738,0.687,-0.607,2.08,1.67,0.656,4.24,0.286,1,"lm.nb","NM_001792.3:3067"
"EIF2AK2-mRNA",0.705,0.657,-0.583,1.99,1.63,0.667,3.98,0.287,1,"lm.nb","NM_001135652.2:516"
"F2RL1-mRNA",1.21,1.13,-1,3.42,2.31,0.499,10.7,0.288,1,"lm.nb","NM_005242.4:1388"
"PDK1-mRNA",0.727,0.68,-0.605,2.06,1.66,0.657,4.17,0.289,1,"lm.nb","NM_002610.3:401"
"AKT1-mRNA",0.884,0.838,-0.758,2.53,1.84,0.591,5.76,0.295,1,"lm.nb","NM_005163.2:2207"
"TP53-mRNA",1.25,1.19,-1.08,3.59,2.39,0.474,12,0.295,1,"lm.nb","NM_000546.2:1330"
"LIF-mRNA",1.35,1.28,-1.16,3.86,2.55,0.448,14.5,0.296,1,"lm.nb","NM_002309.4:3740"
"IL6-mRNA",-1.12,1.09,-3.25,1.01,0.461,0.105,2.02,0.307,1,"lm.nb","NM_000600.3:484"
"PSMB10-mRNA",0.856,0.832,-0.775,2.49,1.81,0.584,5.6,0.307,1,"lm.nb","NM_002801.3:249"
"CXCL3-mRNA",1,0.975,-0.908,2.91,2,0.533,7.54,0.307,1,"lm.nb","NM_002090.2:467"
"HDAC3-mRNA",0.891,0.873,-0.82,2.6,1.85,0.566,6.07,0.311,1,"lm.nb","NM_003883.3:1464"
"BRCA2-mRNA",0.99,0.971,-0.914,2.89,1.99,0.531,7.43,0.312,1,"lm.nb","NM_000059.3:1373"
"RIPK2-mRNA",0.617,0.607,-0.573,1.81,1.53,0.672,3.5,0.313,1,"lm.nb","NM_003821.5:1306"
"NF1-mRNA",1.1,1.09,-1.04,3.25,2.15,0.486,9.5,0.316,1,"lm.nb","NM_000267.3:1260"
"PSMB9-mRNA",0.987,0.978,-0.93,2.9,1.98,0.525,7.48,0.317,1,"lm.nb","NM_002800.4:394"
"HMGA1-mRNA",1,0.996,-0.952,2.95,2,0.517,7.74,0.319,1,"lm.nb","NM_145902.2:906"
"IFI27-mRNA",0.886,0.885,-0.848,2.62,1.85,0.556,6.15,0.32,1,"lm.nb","NM_005532.3:390"
"PSMB5-mRNA",0.863,0.865,-0.832,2.56,1.82,0.562,5.89,0.322,1,"lm.nb","NM_001130725.1:426"
"ANGPTL4-mRNA",-1.03,1.04,-3.07,1,0.49,0.119,2.01,0.324,1,"lm.nb","NM_001039667.2:1088"
"CCND3-mRNA",-0.702,0.708,-2.09,0.685,0.615,0.235,1.61,0.325,1,"lm.nb","NM_001136017.2:760"
"HLA-A-mRNA",-0.684,0.698,-2.05,0.683,0.622,0.241,1.61,0.33,1,"lm.nb","NM_002116.7:298"
"IFIH1-mRNA",0.892,0.911,-0.894,2.68,1.86,0.538,6.4,0.331,1,"lm.nb","NM_022168.3:3250"
"EIF4EBP1-mRNA",0.798,0.821,-0.812,2.41,1.74,0.57,5.31,0.335,1,"lm.nb","NM_004095.3:673"
"FADD-mRNA",0.693,0.715,-0.709,2.09,1.62,0.612,4.27,0.336,1,"lm.nb","NM_003824.3:810"
"GLUL-mRNA",-0.693,0.716,-2.1,0.711,0.618,0.234,1.64,0.337,1,"lm.nb","NM_002065.6:1485"
"BRD3-mRNA",0.758,0.791,-0.792,2.31,1.69,0.577,4.95,0.341,1,"lm.nb","NM_007371.3:2621"
"C1QB-mRNA",-0.918,0.965,-2.81,0.973,0.529,0.143,1.96,0.345,1,"lm.nb","NM_000491.3:816"
"MSH2-mRNA",0.523,0.55,-0.556,1.6,1.44,0.68,3.04,0.345,1,"lm.nb","NM_000251.1:2514"
"APOL6-mRNA",0.881,0.938,-0.958,2.72,1.84,0.515,6.58,0.351,1,"lm.nb","NM_030641.3:289"
"TNKS-mRNA",1.03,1.1,-1.13,3.18,2.04,0.458,9.09,0.353,1,"lm.nb","NM_003747.2:1948"
"ULBP2-mRNA",-0.553,0.594,-1.72,0.61,0.682,0.304,1.53,0.355,1,"lm.nb","NM_025217.2:905"
"ISG15-mRNA",0.892,0.966,-1,2.78,1.86,0.5,6.89,0.359,1,"lm.nb","NM_005101.3:305"
"MGMT-mRNA",0.68,0.746,-0.783,2.14,1.6,0.581,4.42,0.366,1,"lm.nb","NM_002412.3:323"
"PFKFB3-mRNA",0.511,0.561,-0.589,1.61,1.43,0.665,3.06,0.366,1,"lm.nb","NM_004566.3:1925"
"SBNO2-mRNA",0.883,0.975,-1.03,2.79,1.84,0.49,6.94,0.369,1,"lm.nb","NM_001100122.1:1686"
"TPI1-mRNA",0.686,0.766,-0.815,2.19,1.61,0.569,4.56,0.373,1,"lm.nb","NM_000365.5:153"
"CD44-mRNA",0.926,1.04,-1.11,2.96,1.9,0.464,7.77,0.375,1,"lm.nb","NM_001001392.1:566"
"CASP8-mRNA",1,1.13,-1.22,3.23,2,0.428,9.35,0.381,1,"lm.nb","NM_001228.4:762"
"H2AFX-mRNA",0.674,0.766,-0.827,2.18,1.6,0.564,4.52,0.382,1,"lm.nb","NM_002105.2:521"
"ITGA2-mRNA",0.746,0.856,-0.932,2.42,1.68,0.524,5.37,0.386,1,"lm.nb","NM_002203.3:903"
"ITGA1-mRNA",-0.644,0.741,-2.1,0.808,0.64,0.234,1.75,0.388,1,"lm.nb","NM_181501.1:502"
"IRF3-mRNA",0.879,1.03,-1.13,2.89,1.84,0.457,7.41,0.394,1,"lm.nb","NM_001197122.1:607"
"NRAS-mRNA",0.443,0.521,-0.577,1.46,1.36,0.67,2.76,0.397,1,"lm.nb","NM_002524.4:2168"
"TCF3-mRNA",0.955,1.14,-1.27,3.18,1.94,0.414,9.08,0.404,1,"lm.nb","NM_003200.3:276"
"MTOR-mRNA",0.695,0.834,-0.94,2.33,1.62,0.521,5.03,0.408,1,"lm.nb","NM_004958.3:3444"
"CSF1-mRNA",-0.594,0.724,-2.01,0.824,0.662,0.248,1.77,0.414,1,"lm.nb","NM_000757.5:251"
"HAVCR2-mRNA",-0.633,0.771,-2.14,0.878,0.645,0.226,1.84,0.415,1,"lm.nb","NM_032782.3:955"
"RAD51-mRNA",0.449,0.556,-0.64,1.54,1.37,0.642,2.91,0.422,1,"lm.nb","NM_133487.3:1570"
"MYC-mRNA",0.837,1.04,-1.21,2.88,1.79,0.432,7.38,0.426,1,"lm.nb","NM_002467.3:1615"
"RAD51C-mRNA",-0.412,0.527,-1.44,0.62,0.752,0.367,1.54,0.437,1,"lm.nb","NM_058216.2:15"
"CDK2-mRNA",0.586,0.75,-0.883,2.06,1.5,0.542,4.16,0.437,1,"lm.nb","NM_001290230.1:1543"
"LOXL2-mRNA",0.544,0.696,-0.82,1.91,1.46,0.566,3.75,0.437,1,"lm.nb","NM_002318.2:40"
"BRIP1-mRNA",0.597,0.777,-0.925,2.12,1.51,0.527,4.35,0.445,1,"lm.nb","NM_032043.2:1570"
"ROCK1-mRNA",0.687,0.898,-1.07,2.45,1.61,0.475,5.46,0.447,1,"lm.nb","NM_005406.2:3796"
"CXCL1-mRNA",0.998,1.31,-1.57,3.57,2,0.337,11.8,0.449,1,"lm.nb","NM_001511.3:743"
"TYMP-mRNA",0.534,0.721,-0.88,1.95,1.45,0.543,3.86,0.462,1,"lm.nb","NM_001113755.2:645"
"IFITM2-mRNA",-0.401,0.542,-1.46,0.662,0.757,0.363,1.58,0.462,1,"lm.nb","NM_006435.2:390"
"BLM-mRNA",-0.394,0.535,-1.44,0.654,0.761,0.368,1.57,0.464,1,"lm.nb","NM_000057.3:1434"
"BMP2-mRNA",0.449,0.628,-0.781,1.68,1.37,0.582,3.2,0.477,1,"lm.nb","NM_001200.3:1193"
"MAP3K5-mRNA",0.587,0.826,-1.03,2.21,1.5,0.489,4.62,0.48,1,"lm.nb","NM_005923.3:3371"
"PECAM1-mRNA",-0.726,1.03,-2.74,1.29,0.605,0.15,2.44,0.482,1,"lm.nb","NM_000442.4:2492"
"MSH6-mRNA",0.448,0.634,-0.795,1.69,1.36,0.576,3.23,0.483,1,"lm.nb","NM_000179.2:1015"
"CENPF-mRNA",0.718,1.02,-1.28,2.71,1.64,0.412,6.56,0.483,1,"lm.nb","NM_016343.3:9260"
"HLA-DPB1-mRNA",-0.613,0.889,-2.35,1.13,0.654,0.195,2.19,0.492,1,"lm.nb","NM_002121.5:987"
"HLA-C-mRNA",-0.367,0.536,-1.42,0.683,0.775,0.374,1.61,0.495,1,"lm.nb","NM_002117.4:898"
"PTEN-mRNA",0.621,0.918,-1.18,2.42,1.54,0.442,5.36,0.501,1,"lm.nb","NM_000314.6:6696"
"PTCD2-mRNA",0.538,0.796,-1.02,2.1,1.45,0.492,4.28,0.502,1,"lm.nb","NM_001284403.1:326"
"OAS3-mRNA",-0.393,0.587,-1.54,0.758,0.762,0.343,1.69,0.506,1,"lm.nb","NM_006187.3:2354"
"PRKAA2-mRNA",0.503,0.755,-0.977,1.98,1.42,0.508,3.96,0.507,1,"lm.nb","NM_006252.3:4014"
"APH1B-mRNA",0.476,0.716,-0.927,1.88,1.39,0.526,3.68,0.508,1,"lm.nb","NM_001145646.1:541"
"CXCL8-mRNA",0.778,1.17,-1.52,3.08,1.71,0.349,8.43,0.509,1,"lm.nb","NM_000584.3:170"
"RBL2-mRNA",0.578,0.905,-1.2,2.35,1.49,0.436,5.11,0.525,1,"lm.nb","NM_001323611.1:1085"
"FUT4-mRNA",-0.416,0.659,-1.71,0.875,0.749,0.306,1.83,0.53,1,"lm.nb","NM_002033.3:1151"
"TAP1-mRNA",0.641,1.03,-1.37,2.65,1.56,0.387,6.28,0.534,1,"lm.nb","NM_000593.5:1000"
"FCGRT-mRNA",0.536,0.884,-1.2,2.27,1.45,0.436,4.82,0.546,1,"lm.nb","NM_004107.4:1260"
"UBE2T-mRNA",0.346,0.576,-0.783,1.47,1.27,0.581,2.78,0.551,1,"lm.nb","NM_014176.1:50"
"MICA-mRNA",0.508,0.873,-1.2,2.22,1.42,0.434,4.65,0.563,1,"lm.nb","NM_000247.1:550"
"SGK1-mRNA",-0.271,0.467,-1.19,0.643,0.829,0.44,1.56,0.563,1,"lm.nb","NM_005627.3:1621"
"CTNNB1-mRNA",0.494,0.858,-1.19,2.18,1.41,0.439,4.52,0.566,1,"lm.nb","NM_001098209.1:1938"
"B2M-mRNA",0.48,0.846,-1.18,2.14,1.4,0.442,4.4,0.572,1,"lm.nb","NM_004048.2:573"
"IFI6-mRNA",-0.469,0.841,-2.12,1.18,0.722,0.231,2.26,0.579,1,"lm.nb","NM_002038.3:410"
"S100A9-mRNA",0.519,0.934,-1.31,2.35,1.43,0.403,5.1,0.58,1,"lm.nb","NM_002965.3:137"
"HES1-mRNA",0.341,0.632,-0.898,1.58,1.27,0.537,2.99,0.591,1,"lm.nb","NM_005524.2:860"
"HLA-F-mRNA",-0.428,0.804,-2,1.15,0.743,0.249,2.22,0.597,1,"lm.nb","NM_001098479.1:285"
"DNMT1-mRNA",0.411,0.788,-1.13,1.95,1.33,0.456,3.88,0.604,1,"lm.nb","NM_001130823.2:2500"
"CCNE1-mRNA",0.373,0.715,-1.03,1.77,1.29,0.49,3.42,0.604,1,"lm.nb","NM_001238.1:1155"
"CASP1-mRNA",0.344,0.662,-0.953,1.64,1.27,0.516,3.12,0.605,1,"lm.nb","NM_001223.4:1050"
"TNFRSF14-mRNA",-0.34,0.658,-1.63,0.95,0.79,0.323,1.93,0.607,1,"lm.nb","NM_003820.3:503"
"RELA-mRNA",0.365,0.717,-1.04,1.77,1.29,0.486,3.41,0.612,1,"lm.nb","NM_021975.3:1990"
"CXCL6-mRNA",0.531,1.07,-1.56,2.62,1.44,0.34,6.14,0.62,1,"lm.nb","NM_002993.3:308"
"MB21D1-mRNA",0.349,0.716,-1.05,1.75,1.27,0.482,3.37,0.627,1,"lm.nb","NM_138441.2:1198"
"TAPBP-mRNA",0.315,0.651,-0.961,1.59,1.24,0.514,3.01,0.63,1,"lm.nb","NM_003190.4:1082"
"BID-mRNA",0.264,0.556,-0.826,1.35,1.2,0.564,2.56,0.636,1,"lm.nb","NM_001196.3:1604"
"RIPK1-mRNA",0.397,0.844,-1.26,2.05,1.32,0.418,4.14,0.64,1,"lm.nb","NM_003804.3:1304"
"BCL2-mRNA",0.468,1,-1.5,2.43,1.38,0.355,5.39,0.642,1,"lm.nb","NM_000633.2:1525"
"CASP9-mRNA",-0.295,0.647,-1.56,0.974,0.815,0.338,1.96,0.65,1,"lm.nb","XM_011542270.1:326"
"HLA-DRB5-mRNA",1.03,2.29,-3.45,5.52,2.05,0.0913,45.8,0.653,1,"loglinear","NM_002125.3:135"
"CASP3-mRNA",0.268,0.61,-0.927,1.46,1.2,0.526,2.76,0.662,1,"lm.nb","NM_032991.2:1002"
"ID4-mRNA",0.563,1.29,-1.97,3.09,1.48,0.256,8.53,0.664,1,"lm.nb","NM_001546.3:2048"
"ERO1A-mRNA",0.29,0.673,-1.03,1.61,1.22,0.49,3.05,0.668,1,"lm.nb","NM_014584.2:963"
"TGFBR1-mRNA",-0.243,0.582,-1.38,0.898,0.845,0.383,1.86,0.677,1,"lm.nb","NM_001130916.2:3011"
"CDKN1C-mRNA",-0.353,0.851,-2.02,1.31,0.783,0.246,2.49,0.679,1,"lm.nb","NM_000076.2:1605"
"PCK2-mRNA",0.162,0.394,-0.61,0.934,1.12,0.655,1.91,0.682,1,"lm.nb","NM_001018073.2:1307"
"BBC3-mRNA",0.304,0.756,-1.18,1.79,1.23,0.442,3.45,0.688,1,"lm.nb","NM_014417.4:1310"
"IFI16-mRNA",-0.419,1.05,-2.47,1.64,0.748,0.18,3.11,0.691,1,"lm.nb","NM_001206567.1:2351"
"CD70-mRNA",0.373,0.953,-1.49,2.24,1.29,0.355,4.72,0.697,1,"lm.nb","NM_001252.3:420"
"SAMD9-mRNA",-0.247,0.632,-1.49,0.992,0.843,0.357,1.99,0.697,1,"lm.nb","NM_017654.3:490"
"SLC1A5-mRNA",0.334,0.861,-1.35,2.02,1.26,0.391,4.06,0.7,1,"lm.nb","NM_001145144.1:648"
"BRD4-mRNA",0.445,1.16,-1.82,2.71,1.36,0.283,6.54,0.702,1,"lm.nb","NM_001330384.1:2083"
"TMEM173-mRNA",-0.237,0.629,-1.47,0.996,0.849,0.361,1.99,0.708,1,"lm.nb","NM_198282.1:725"
"EDN1-mRNA",-0.383,1.03,-2.4,1.64,0.767,0.189,3.12,0.712,1,"lm.nb","NM_001955.2:770"
"SLC7A5-mRNA",-0.208,0.565,-1.32,0.9,0.866,0.402,1.87,0.715,1,"lm.nb","NM_003486.6:2011"
"PIK3R2-mRNA",-0.227,0.632,-1.46,1.01,0.854,0.362,2.02,0.721,1,"lm.nb","NM_005027.3:344"
"TNFRSF10D-mRNA",0.257,0.726,-1.17,1.68,1.19,0.445,3.21,0.725,1,"lm.nb","NM_003840.4:838"
"MRE11-mRNA",0.121,0.346,-0.556,0.799,1.09,0.68,1.74,0.726,1,"lm.nb","NM_001330347.1:2169"
"JAK2-mRNA",-0.218,0.665,-1.52,1.08,0.86,0.348,2.12,0.744,1,"lm.nb","NM_004972.2:455"
"HK2-mRNA",0.165,0.529,-0.872,1.2,1.12,0.546,2.3,0.756,1,"lm.nb","NM_000189.4:2883"
"IL6R-mRNA",0.181,0.587,-0.969,1.33,1.13,0.511,2.51,0.759,1,"lm.nb","NM_000565.3:846"
"CD69-mRNA",0.242,0.79,-1.31,1.79,1.18,0.404,3.46,0.76,1,"lm.nb","NM_001781.2:88"
"TLR1-mRNA",-0.307,1.03,-2.33,1.72,0.808,0.199,3.29,0.767,1,"lm.nb","NM_003263.3:696"
"IRF7-mRNA",-0.199,0.688,-1.55,1.15,0.871,0.342,2.22,0.774,1,"lm.nb","NM_004029.2:1705"
"RPTOR-mRNA",-0.216,0.755,-1.7,1.26,0.861,0.309,2.4,0.776,1,"lm.nb","NM_001163034.1:3139"
"EPM2AIP1-mRNA",-0.227,0.805,-1.8,1.35,0.855,0.286,2.55,0.779,1,"lm.nb","NM_014805.3:1322"
"CCL20-mRNA",0.519,1.88,-3.16,4.2,1.43,0.112,18.4,0.783,1,"loglinear","NM_001130046.1:295"
"EIF2B4-mRNA",-0.162,0.606,-1.35,1.03,0.894,0.392,2.04,0.791,1,"lm.nb","NM_001034116.1:1258"
"GBP1-mRNA",0.321,1.21,-2.05,2.69,1.25,0.242,6.45,0.791,1,"lm.nb","NM_002053.2:1838"
"APC-mRNA",0.269,1.01,-1.71,2.25,1.2,0.305,4.76,0.791,1,"lm.nb","NM_001127510.2:462"
"MAML2-mRNA",0.184,0.691,-1.17,1.54,1.14,0.444,2.9,0.791,1,"lm.nb","NM_032427.1:4125"
"HLA-E-mRNA",-0.224,0.848,-1.89,1.44,0.856,0.271,2.71,0.792,1,"lm.nb","NM_005516.5:1287"
"CSF1R-mRNA",-0.238,0.936,-2.07,1.6,0.848,0.238,3.02,0.8,1,"lm.nb","NM_005211.3:958"
"ATM-mRNA",-0.234,0.924,-2.04,1.58,0.85,0.242,2.98,0.801,1,"lm.nb","NM_000051.3:393"
"ICOSLG-mRNA",0.195,0.805,-1.38,1.77,1.14,0.383,3.42,0.809,1,"lm.nb","NM_015259.4:1190"
"TMEM140-mRNA",-0.18,0.748,-1.65,1.29,0.883,0.32,2.44,0.811,1,"lm.nb","NM_018295.3:377"
"ARID1A-mRNA",0.223,0.94,-1.62,2.07,1.17,0.325,4.19,0.813,1,"lm.nb","NM_006015.4:1670"
"PC-mRNA",-0.193,0.823,-1.81,1.42,0.875,0.286,2.68,0.815,1,"lm.nb","NM_000920.3:262"
"IL12RB2-mRNA",0.262,1.13,-1.95,2.48,1.2,0.258,5.57,0.817,1,"lm.nb","NM_001319233.1:880"
"NECTIN1-mRNA",0.151,0.679,-1.18,1.48,1.11,0.442,2.79,0.825,1,"lm.nb","NM_002855.4:357"
"IFIT3-mRNA",0.186,0.839,-1.46,1.83,1.14,0.364,3.56,0.825,1,"lm.nb","NM_001031683.3:712"
"ARNT2-mRNA",-0.253,1.15,-2.5,1.99,0.839,0.177,3.98,0.826,1,"lm.nb","NM_014862.3:1133"
"PTPN11-mRNA",0.0846,0.402,-0.703,0.872,1.06,0.614,1.83,0.834,1,"lm.nb","NM_001330437.1:228"
"MYD88-mRNA",-0.0678,0.332,-0.719,0.584,0.954,0.607,1.5,0.839,1,"lm.nb","NM_002468.3:2145"
"CEBPB-mRNA",-0.0871,0.428,-0.925,0.751,0.941,0.527,1.68,0.839,1,"lm.nb","NM_005194.3:1731"
"PSMB8-mRNA",-0.104,0.513,-1.11,0.902,0.931,0.463,1.87,0.84,1,"lm.nb","NM_004159.4:1080"
"MLH1-mRNA",0.085,0.425,-0.748,0.918,1.06,0.595,1.89,0.842,1,"lm.nb","NM_000249.2:1605"
"RNLS-mRNA",0.166,0.841,-1.48,1.81,1.12,0.358,3.52,0.844,1,"lm.nb","NM_001031709.2:726"
"IFIT2-mRNA",-0.184,0.939,-2.03,1.66,0.88,0.246,3.15,0.845,1,"lm.nb","NM_001547.4:1995"
"TLR4-mRNA",-0.166,0.853,-1.84,1.51,0.891,0.28,2.84,0.846,1,"lm.nb","NR_024168.1:2575"
"UBA7-mRNA",-0.0938,0.522,-1.12,0.93,0.937,0.461,1.91,0.858,1,"lm.nb","NM_003335.2:580"
"CD74-mRNA",0.114,0.73,-1.32,1.54,1.08,0.401,2.92,0.877,1,"lm.nb","NM_001025159.2:1161"
"POLD1-mRNA",0.0969,0.633,-1.14,1.34,1.07,0.452,2.53,0.879,1,"lm.nb","NM_001256849.1:1356"
"SERPINH1-mRNA",-0.132,0.934,-1.96,1.7,0.912,0.257,3.24,0.888,1,"lm.nb","NM_001207014.1:1850"
"LAMA1-mRNA",0.0943,0.681,-1.24,1.43,1.07,0.423,2.69,0.89,1,"lm.nb","NM_005559.3:9002"
"HLA-B-mRNA",-0.0937,0.795,-1.65,1.46,0.937,0.318,2.76,0.907,1,"lm.nb","NM_005514.6:1247"
"TTC30A-mRNA",0.0444,0.378,-0.697,0.786,1.03,0.617,1.72,0.907,1,"lm.nb","NM_152275.3:2492"
"EXO1-mRNA",0.0807,0.695,-1.28,1.44,1.06,0.412,2.72,0.908,1,"lm.nb","NM_006027.3:820"
"MAP3K8-mRNA",-0.0716,0.625,-1.3,1.15,0.952,0.407,2.22,0.909,1,"lm.nb","NM_001244134.1:493"
"P4HA1-mRNA",0.0511,0.51,-0.948,1.05,1.04,0.518,2.07,0.92,1,"lm.nb","NM_000917.3:805"
"TAPBPL-mRNA",-0.084,0.844,-1.74,1.57,0.943,0.3,2.97,0.921,1,"lm.nb","NM_018009.4:1425"
"GBP2-mRNA",0.0741,0.749,-1.39,1.54,1.05,0.38,2.91,0.921,1,"lm.nb","NM_004120.4:1744"
"ATF3-mRNA",0.0437,0.492,-0.92,1.01,1.03,0.528,2.01,0.929,1,"lm.nb","NM_001674.3:1487"
"PDGFA-mRNA",0.0709,0.808,-1.51,1.65,1.05,0.35,3.15,0.93,1,"lm.nb","NM_033023.4:2390"
"VEGFB-mRNA",-0.0361,0.512,-1.04,0.968,0.975,0.486,1.96,0.944,1,"lm.nb","NM_003377.3:687"
"CCL3/L1-mRNA",-0.0753,1.08,-2.19,2.04,0.949,0.218,4.12,0.945,1,"lm.nb","NM_021006.5:411"
"NFKBIE-mRNA",0.0403,0.585,-1.11,1.19,1.03,0.465,2.28,0.945,1,"lm.nb","NM_004556.2:876"
"DEPTOR-mRNA",0.0398,0.764,-1.46,1.54,1.03,0.364,2.9,0.959,1,"lm.nb","NM_001283012.1:1141"
"E2F3-mRNA",0.0359,0.778,-1.49,1.56,1.03,0.356,2.95,0.963,1,"lm.nb","NM_001243076.2:2707"
"STAT2-mRNA",-0.0182,0.507,-1.01,0.976,0.987,0.496,1.97,0.971,1,"lm.nb","NM_005419.2:1965"
"HDAC11-mRNA",-0.0344,0.965,-1.93,1.86,0.976,0.263,3.62,0.972,1,"lm.nb","NM_001330636.1:865"
"RICTOR-mRNA",-0.034,1.12,-2.23,2.16,0.977,0.213,4.48,0.976,1,"lm.nb","NM_001285439.1:117"
"TAP2-mRNA",0.0208,0.695,-1.34,1.38,1.01,0.395,2.61,0.976,1,"lm.nb","NM_018833.2:912"
"HMGB1-mRNA",-0.0151,0.815,-1.61,1.58,0.99,0.327,2.99,0.985,1,"lm.nb","NM_002128.5:3400"
"CRABP2-mRNA",0.0148,0.801,-1.56,1.59,1.01,0.34,3,0.985,1,"lm.nb","NM_001199723.1:802"
"HLA-DMB-mRNA",0.00861,0.699,-1.36,1.38,1.01,0.389,2.6,0.99,1,"lm.nb","NM_002118.3:20"
